t,q_x,q_y,q_z,q_w,p_x,p_y,p_z,v_x,v_y,v_z,b_w_x,b_w_y,b_w_z,b_a_x,b_a_y,b_a_z,s_q_x,s_q_y,s_q_z,s_q_w,s_p_x,s_p_y,s_p_z,
1.345,-0.00315865076586,0.00576631923404,0.0351559701733,0.999360210459,-0.573690838307,0.55708909871,0.00705816570648,-0.805177665407,0.760980754315,0.00796603596738,-0.00837333686779,0.00969883247652,-0.00894260534029,-0.0401094883306,0.00701868183359,-0.000197806721959,-2.60393560546e-05,0.707098038359,-3.40589035282e-06,0.707115523419,0.200001042614,0.200001699025,0.0499977004584,
1.395,-0.00402810825986,0.00539595789534,0.037946387985,0.999257088852,-0.619645318418,0.594837283979,0.00455961329476,-0.823402757431,0.772066321832,0.0022491552478,-0.00729917297944,0.0110622947829,-0.0109990684362,-0.0409956257122,0.00598068914935,0.00117272663426,-2.46877562011e-05,0.707099974142,-2.47239456445e-06,0.70711358773,0.200001032767,0.200001517819,0.0499982704253,
1.445,-0.00359040364248,0.00624860791353,0.0386472670285,0.999226927505,-0.653920643044,0.632767614449,0.00430721913122,-0.816619848709,0.770049873757,-0.00142336175236,-0.00855944475786,0.0102785223814,-0.0093530693959,-0.0446600732757,0.00581102518332,0.00558290327997,-3.07444484356e-05,0.70709533721,-4.53395966349e-06,0.707118224295,0.200000854738,0.200002045105,0.0499969286869,
1.495,-0.00335618810695,0.00695274158307,0.0393946544781,0.999193903396,-0.6900540274,0.673735777275,0.0071996133824,-0.811182575441,0.771541886897,0.00431479044805,-0.00948758284643,0.00978053250036,-0.00796163589309,-0.048123296871,0.00435226307867,-0.00172996442774,-2.79786391701e-05,0.707101810368,2.15277563425e-06,0.707111751413,0.200000751925,0.200000310831,0.049998169658,
1.545,-0.00388842431712,0.00715185672709,0.0408580598116,0.999131798138,-0.730861947164,0.713986481545,0.00615771981368,-0.813204130698,0.773980724472,0.00208740135505,-0.00922192352228,0.0101282867344,-0.00772878491801,-0.0489738064455,0.00503952375238,-0.000975604294823,-2.67991559623e-05,0.707104324761,4.61270105184e-06,0.70710923708,0.200000832572,0.199999759972,0.0499985907041,
1.595,-0.00460388660697,0.0076387050362,0.0424398650755,0.999059213593,-0.772672629644,0.753351844119,0.00640461884147,-0.813380281702,0.774909977051,0.00107752075279,-0.00884056912776,0.0100569233516,-0.00765920940349,-0.0472989504243,0.00594511040253,-9.62928089948e-05,-2.76746409932e-05,0.707102059902,2.48376804979e-06,0.707111501893,0.200000862522,0.200000250528,0.0499981563862,
1.645,-0.00484227408366,0.00821922810797,0.0441671699775,0.998978607262,-0.812536711398,0.790539829205,0.00700199889969,-0.805805675018,0.766360229398,0.00178776034689,-0.00926579687493,0.00992766243451,-0.00782729046383,-0.0470728026058,0.00515111785664,-0.00125565781967,-2.6444467396e-05,0.707103983393,4.72013864834e-06,0.707109578459,0.200000830155,0.19999970465,0.0499985604209,
1.695,-0.00545523544409,0.00870151916604,0.0459580628577,0.998890574802,-0.850750836523,0.82721754886,0.00745822462619,-0.791692333486,0.758380718904,9.24879049794e-05,-0.00918103058568,0.0098429515569,-0.0081029526083,-0.0505067765703,0.00487279389022,-0.00102941805993,-2.823700267e-05,0.707100841808,-5.97643707294e-07,0.707112719952,0.200000827261,0.20000071753,0.0499980400028,
1.745,-0.00674562697823,0.00939478634712,0.047552652931,0.998801771978,-0.893677381911,0.869320177068,0.0113643904958,-0.783074421508,0.758788012336,0.00597923327875,-0.00833166797307,0.00951060359345,-0.00814028502528,-0.0494787721223,0.00348403845531,-0.00479841125038,-1.90219595952e-05,0.707101473348,-7.53179269735e-06,0.707112088689,0.200001824491,0.200000971998,0.0499995452913,
1.795,-0.00800539419862,0.0094370404537,0.0502276592562,0.998661122792,-0.943632656716,0.909403205006,0.00880564164843,-0.78517596132,0.754288548942,0.000288171536599,-0.0076614951584,0.0100761551349,-0.00947532278171,-0.0437337406394,0.00242363141477,-0.00225157289101,-2.18492198884e-05,0.707098692182,-5.86508657636e-06,0.707114869737,0.20000155669,0.200001313206,0.0499988815126,
1.845,-0.00876107066423,0.0102482921174,0.0510148177353,0.998606881871,-0.969000716146,0.941613090643,0.0124452626079,-0.750114449453,0.733997433855,0.00449854502137,-0.00770626242567,0.00961386146626,-0.00842302854368,-0.0504314321121,0.00863480055436,-0.00570701305739,-1.89509962713e-05,0.707108534027,2.0637353898e-07,0.707105028088,0.200000946457,0.199999491421,0.050000362055,
1.895,-0.00959444475194,0.0105229452851,0.0526770658713,0.998510060532,-1.00396583092,0.976006430276,0.0119897570036,-0.727819765765,0.716549147752,0.00457671803298,-0.00767388873024,0.00984599945948,-0.00843262298753,-0.0526688654361,0.0105741859316,-0.00618359937883,-1.35456665554e-05,0.707114140414,2.52203030243e-06,0.707099421748,0.200001356728,0.199998450858,0.0500014841965,
1.945,-0.0105756079311,0.0107857247734,0.0550307314077,0.998370393821,-1.03932000954,1.00613570438,0.0122269333287,-0.706044333283,0.694337142665,0.00639418923577,-0.00737555190915,0.0100701992173,-0.00930803032058,-0.0544943101501,0.0139323749355,-0.00725821188823,-4.37466740068e-06,0.707122976671,6.0270247786e-06,0.707090585291,0.200001798735,0.199997334513,0.0500034335827,
1.995,-0.0125682433901,0.0107268952317,0.0559475787531,0.99829697055,-1.09403134917,1.06594158138,0.0105845259742,-0.705731930615,0.707421874684,0.00621690020889,-0.00597261709595,0.0106972825574,-0.00845847024547,-0.0478164389071,0.0079510539577,-0.00733948285543,1.30893440695e-05,0.707130851513,9.41015940197e-06,0.707082709856,0.200003707368,0.199996823473,0.050007200462,
2.045,-0.0135249715759,0.0109886883726,0.0573383591562,0.998202703082,-1.12723963876,1.10180525895,0.00954990176764,-0.680115703519,0.691164920276,0.00557724804804,-0.00573965345768,0.0108779594509,-0.00820830137425,-0.0499869515657,0.0092071832402,-0.00635314616424,1.23724138764e-05,0.707129362058,5.3311648535e-06,0.707084199466,0.200004138377,0.199997598272,0.0500063684696,
2.095,-0.0142421225843,0.0114280098209,0.0589785829455,0.998092224842,-1.16078016194,1.13598468098,0.00979618715724,-0.650868771214,0.668490297805,0.00680532895207,-0.0057422446041,0.0108913928631,-0.00822131348219,-0.0499778303441,0.00910518290229,-0.00639651252304,1.29144101967e-05,0.70712972179,5.64107025792e-06,0.707083839699,0.200004195449,0.199997577317,0.050006562962,
2.145,-0.0140679425241,0.0118508556123,0.0623159602244,0.997886953174,-1.2269597735,1.18295476406,0.0125681325252,-0.656757861085,0.655227008483,0.0137342122259,-0.00654590104296,0.010901836991,-0.0100089739653,-0.0309745550823,-0.00439962231787,-0.0107747916055,2.83270615646e-05,0.707157190667,5.57783061938e-05,0.707056365345,0.199999719696,0.199991380002,0.0500199309277,
2.195,-0.0145466184521,0.0122677418553,0.0639767977806,0.997769947306,-1.25899676749,1.21509416864,0.0132677037018,-0.621609292554,0.629233327287,0.0138696667757,-0.00654590104296,0.010901836991,-0.0100089739653,-0.0309745550823,-0.00439962231787,-0.0107747916055,2.83270615646e-05,0.707157190667,5.57783061937e-05,0.707056365345,0.199999719696,0.199991380002,0.0500199309277,
2.245,-0.0157660175921,0.0122190796624,0.0654589685791,0.997655877652,-1.30606856696,1.26185194999,0.0102332746835,-0.607945694078,0.6221711177,0.0105365629566,-0.00572850458602,0.0114149015161,-0.00982862545575,-0.0256218052107,-0.00528877508955,-0.00893744049513,2.34096497261e-05,0.707159590278,6.62221796969e-05,0.707053964662,0.199997375568,0.199989527952,0.0500203081365,
2.295,-0.016113888447,0.012585078496,0.066727430457,0.997561731635,-1.33842887381,1.30072403332,0.0117152453035,-0.574541612288,0.602872645669,0.0125809182216,-0.00567773449928,0.0114326939195,-0.00942422634615,-0.0265284196128,-0.00879347267566,-0.0102703035003,4.08765078063e-05,0.707164657277,6.04423894705e-05,0.707048896594,0.200001878801,0.199992855379,0.0500236319649,
2.345,-0.0158838515605,0.0128763924735,0.0683803400139,0.997449763585,-1.37379521801,1.33616001792,0.010755580162,-0.543399976085,0.574998022345,0.0096890204202,-0.0061244182009,0.0114946429014,-0.00943298101632,-0.0241326499165,-0.0142751990709,-0.0092626137671,3.14624711733e-05,0.707155613556,5.66587718867e-05,0.707057942474,0.200000537858,0.199990980947,0.0500188097178,
2.395,-0.0159833526933,0.0134162788649,0.0703948400228,0.997300908651,-1.39618976662,1.35814511383,0.0123556740056,-0.495806252932,0.53909269011,0.00952387215103,-0.00617520603605,0.0112901523314,-0.00978076279168,-0.0247491143826,-0.0132341171551,-0.00885065586072,2.90252480262e-05,0.707145854016,3.89124960686e-05,0.707067704532,0.200003207575,0.199992194577,0.0500114774634,
2.445,-0.0159915821101,0.0136674467983,0.0720278176598,0.997180757778,-1.42778446265,1.3904069328,0.012078188426,-0.458366598419,0.510501500252,0.00899700734327,-0.00625769749096,0.0112879903958,-0.00975812105712,-0.0213561408759,-0.0157787338473,-0.00822174341373,2.01995537541e-05,0.707142304717,4.44008938796e-05,0.707071254189,0.200000358044,0.199990031247,0.0500102223301,
2.495,-0.0165509211445,0.0133090660482,0.0737052188079,0.997053898488,-1.48258129552,1.44592454958,0.0069728012926,-0.445257319563,0.506557441422,0.00298044718384,-0.00587552575879,0.0117611823824,-0.00977939340224,-0.0141067675718,-0.0243871512871,-0.00547836226636,8.25618967223e-06,0.707127213076,3.6136586642e-05,0.707086347735,0.199999167138,0.199987743634,0.0499997139832,
2.545,-0.0170026999703,0.0132406341878,0.075413228726,0.996919474548,-1.51497468856,1.48105555561,0.00575565436154,-0.408371385561,0.484700511078,0.00106568686601,-0.00558865285354,0.0118704593285,-0.00982654174502,-0.0115079579013,-0.0262097796256,-0.00463570734037,7.25159408661e-06,0.707122271275,3.03007596585e-05,0.707091290072,0.200000369176,0.199988137561,0.0499951848495,
2.595,-0.0172395763384,0.0131616399377,0.0770629309058,0.996790285327,-1.5343237123,1.50453051564,0.00587628574027,-0.359899571047,0.45163908423,0.00320792885358,-0.00558865285354,0.0118704593285,-0.00982654174502,-0.0115079579013,-0.0262097796256,-0.00463570734037,7.25159408667e-06,0.707122271275,3.03007596585e-05,0.707091290072,0.200000369176,0.199988137561,0.0499951848495,
2.645,-0.0174079521887,0.0128947892015,0.0792363224534,0.996620435681,-1.57857241477,1.54499842794,0.00680939364906,-0.335106060487,0.431262057754,0.00447803063056,-0.0057004326528,0.0119376716544,-0.0102515264797,-0.00321968199962,-0.0333037542644,-0.00590623935078,1.07379513336e-05,0.707136061346,6.47137670231e-05,0.707077496772,0.199992581272,0.199983383041,0.0500143943816,
2.695,-0.0178620280778,0.0124942302473,0.0808245289093,0.99648995865,-1.58891588394,1.56175595699,0.00592285991958,-0.280508341765,0.39309965597,0.00443740927931,-0.00566982898802,0.0119988254742,-0.010176856232,-0.00519588460583,-0.031698833764,-0.00517211825455,4.10640573402e-06,0.707129653921,5.59216491404e-05,0.707083905489,0.199991993672,0.199983569588,0.0500064099596,
2.745,-0.0180792556425,0.0120930318942,0.082492693114,0.996354281708,-1.60762808385,1.58614316447,0.00543373641078,-0.232142614621,0.358395984467,0.00267939208686,-0.00591829036999,0.0119440742044,-0.010173681403,-0.00397124668868,-0.0358128745285,-0.00446021382162,6.95947655574e-07,0.707114149609,3.52618626884e-05,0.707099411808,0.199996128044,0.199986163485,0.0499913892211,
2.795,-0.0187383009941,0.0115173746376,0.0841727137481,0.996208402102,-1.61805844263,1.60320662176,0.00559981362975,-0.179146095327,0.319755757612,0.00322140758437,-0.00591829036999,0.0119440742044,-0.010173681403,-0.00397124668868,-0.0358128745285,-0.00446021382162,6.95947655602e-07,0.707114149609,3.52618626883e-05,0.707099411808,0.199996128044,0.199986163485,0.0499913892211,
2.845,-0.0196473366659,0.0106669438078,0.0860521684921,0.996039769673,-1.64430526672,1.63277497456,0.00497144322417,-0.14162852633,0.291583620148,0.00405566427332,-0.00581085770155,0.0121013194041,-0.0103095625796,-0.000212301541832,-0.0388816631223,-0.00475861433849,4.15607462283e-06,0.707122716276,5.53451694088e-05,0.70709084356,0.199992209183,0.199982360002,0.0500052500589,
2.895,-0.0208046124763,0.00987960280365,0.0876369489066,0.995886201699,-1.66822414995,1.66618432025,0.00504228182522,-0.0996892191703,0.271767850437,0.00449029583806,-0.00557179194097,0.0121478412914,-0.0102315904486,0.00329129731649,-0.0423051442336,-0.00484080860579,1.42931020641e-05,0.707121212074,5.37830548408e-05,0.707092347814,0.199997193947,0.199986090155,0.0500081960792,
2.945,-0.0216145988604,0.00917077767135,0.0896237259013,0.995698897111,-1.69739904063,1.69859469675,0.00432977053572,-0.0623570745832,0.248976691962,0.00294522673359,-0.00564512938647,0.0121391759848,-0.0104366411266,0.00945226168635,-0.0483024452629,-0.00415718951349,4.71381504052e-07,0.707109378486,5.63043257494e-05,0.707104181636,0.199988990346,0.199982180635,0.0499987055261,
2.995,-0.0225871554248,0.00812659021112,0.0914680631814,0.995518644908,-1.72744448284,1.73335114121,0.000810409065992,-0.0286375820275,0.228066331608,0.00268696732801,-0.005625341203,0.012355555918,-0.0105620098172,0.0139532061659,-0.0541165345068,-0.00291651716603,-1.02928296835e-05,0.707098713272,5.62061705708e-05,0.7071148467,0.199982657262,0.199979077406,0.0499892533242,
3.045,-0.023488179176,0.00743976484485,0.0931674313832,0.995345560631,-1.72764410203,1.74393259246,0.00101069710388,0.0259739452168,0.19150867481,0.00516500217147,-0.005625341203,0.012355555918,-0.0105620098172,0.0139532061659,-0.0541165345068,-0.00291651716603,-1.02928296835e-05,0.707098713272,5.62061705708e-05,0.7071148467,0.199982657262,0.199979077406,0.0499892533242,
3.095,-0.0243157989718,0.00692166115679,0.0948456223332,0.995170910171,-1.72498595873,1.75266493888,0.00130639443581,0.0854594152744,0.154867385163,0.00758877009116,-0.005625341203,0.012355555918,-0.0105620098172,0.0139532061659,-0.0541165345068,-0.00291651716603,-1.02928296834e-05,0.707098713272,5.62061705707e-05,0.7071148467,0.199982657262,0.199979077406,0.0499892533242,
3.145,-0.0249914325159,0.00658223056987,0.0965449621566,0.994993051646,-1.71950305681,1.75954757171,0.00171807596372,0.140011662666,0.116576886384,0.0102076183624,-0.005625341203,0.012355555918,-0.0105620098172,0.0139532061659,-0.0541165345068,-0.00291651716603,-1.02928296833e-05,0.707098713272,5.62061705706e-05,0.7071148467,0.199982657262,0.199979077406,0.0499892533242,
3.195,-0.0257888385328,0.00647914977096,0.0980516890601,0.994826026347,-1.7237729812,1.7791747177,0.00301912494308,0.18635070128,0.0899261951877,0.0120738196934,-0.00545083536183,0.0123417144017,-0.0104565350833,0.0164595716958,-0.0556683765752,-0.00323737059777,-3.20994363855e-06,0.707102647475,6.02918270126e-05,0.707110912297,0.199985674932,0.199979125072,0.0499961619877,
3.245,-0.0261141100159,0.00655933715571,0.0996911943168,0.994654057514,-1.71318094201,1.78284414507,0.0036442702173,0.243335681083,0.0527814879118,0.0124615036852,-0.00545083536183,0.0123417144017,-0.0104565350833,0.0164595716958,-0.0556683765752,-0.00323737059777,-3.20994363857e-06,0.707102647475,6.02918270126e-05,0.707110912297,0.199985674932,0.199979125072,0.0499961619877,
3.295,-0.0262476396188,0.0068622068062,0.101361176242,0.994479704913,-1.69976509771,1.78463476826,0.00432320865867,0.299486433691,0.0152692536467,0.0142320026422,-0.00545083536183,0.0123417144017,-0.0104565350833,0.0164595716958,-0.0556683765752,-0.00323737059777,-3.20994363848e-06,0.707102647475,6.02918270124e-05,0.707110912297,0.199985674932,0.199979125072,0.0499961619877,
3.345,-0.0262220951131,0.0074042178756,0.10300778373,0.994307284383,-1.68356511372,1.78465662648,0.00511295649941,0.354614098042,-0.0179837938249,0.0182567776747,-0.00545083536183,0.0123417144017,-0.0104565350833,0.0164595716958,-0.0556683765752,-0.00323737059777,-3.2099436385e-06,0.707102647475,6.02918270124e-05,0.707110912297,0.199985674932,0.199979125072,0.0499961619877,
3.395,-0.026032086013,0.00813113894718,0.104634956751,0.994136681198,-1.66455499731,1.7829657958,0.00599023808207,0.411002225005,-0.0537624255915,0.0168797968689,-0.00545083536183,0.0123417144017,-0.0104565350833,0.0164595716958,-0.0556683765752,-0.00323737059777,-3.20994363842e-06,0.707102647475,6.02918270123e-05,0.707110912297,0.199985674932,0.199979125072,0.0499961619877,
3.445,-0.0256491798196,0.00906059497239,0.106275236903,0.993964586499,-1.6427588384,1.77942846575,0.0068142171674,0.465811421845,-0.090003418513,0.0156101422697,-0.00545083536183,0.0123417144017,-0.0104565350833,0.0164595716958,-0.0556683765752,-0.00323737059777,-3.20994363841e-06,0.707102647475,6.02918270122e-05,0.707110912297,0.199985674932,0.199979125072,0.0499961619877,
3.495,-0.0252614609181,0.00967648466902,0.108374715734,0.993741991277,-1.62583440493,1.77484957528,0.00164685268695,0.510298888315,-0.122977180861,0.00988402033506,-0.00542334832403,0.0126080179288,-0.0107246853912,0.0151754534094,-0.0556786407448,-0.00128952272897,-2.63054899727e-05,0.707081528122,4.08922250465e-05,0.707132031677,0.199989895928,0.199972589922,0.049961453759,
3.545,-0.0248354135477,0.0107896531879,0.110033549483,0.993558958294,-1.59913317274,1.7679882281,0.00216913868739,0.562610092167,-0.155139649801,0.0118547019462,-0.00542334832403,0.0126080179288,-0.0107246853912,0.0151754534094,-0.0556786407448,-0.00128952272897,-2.63054899726e-05,0.707081528122,4.08922250464e-05,0.707132031677,0.199989895928,0.199972589922,0.049961453759,
3.595,-0.0243474325727,0.0119315129391,0.111648948906,0.993377749768,-1.569837418,1.75957255901,0.0028252826517,0.615179657367,-0.184426069529,0.013457816796,-0.00542334832403,0.0126080179288,-0.0107246853912,0.0151754534094,-0.0556786407448,-0.00128952272897,-2.63054899727e-05,0.707081528122,4.08922250464e-05,0.707132031677,0.199989895928,0.199972589922,0.049961453759,
3.645,-0.0239120529426,0.0130203756097,0.113316621474,0.993185796737,-1.53797477351,1.74969289409,0.00349341579044,0.664757541673,-0.213897187629,0.0131110214838,-0.00542334832403,0.0126080179288,-0.0107246853912,0.0151754534094,-0.0556786407448,-0.00128952272897,-2.63054899728e-05,0.707081528122,4.08922250464e-05,0.707132031677,0.199989895928,0.199972589922,0.049961453759,
3.695,-0.0233254925406,0.0140505346723,0.11517233995,0.992972223168,-1.50821024678,1.7397694792,0.00481015467871,0.710672454291,-0.245012045843,0.0145136285044,-0.00556606756212,0.0125861247559,-0.0108468371175,0.0159175743704,-0.0575591412235,-0.00169421148979,-2.19197636902e-05,0.707087844213,4.76857759727e-05,0.707125715705,0.19998681352,0.199973247693,0.0499698128534,
3.745,-0.0225013541895,0.0149422076996,0.11648155659,0.992825496481,-1.47529996037,1.72970407009,0.00666808216859,0.755831131318,-0.280200060654,0.0153878736395,-0.0059080904578,0.0125583277013,-0.0106437269762,0.016157033816,-0.0617516155047,-0.00257250372512,-1.44596159921e-05,0.707096358704,6.20309900497e-05,0.707117200647,0.199981327217,0.199972710977,0.049986366327,
3.795,-0.0223600074151,0.0156620176755,0.118118962687,0.992624119153,-1.4364696871,1.71506260299,0.00745693763461,0.801591091313,-0.308321786243,0.0154371817213,-0.0059080904578,0.0125583277013,-0.0106437269762,0.016157033816,-0.0617516155047,-0.00257250372512,-1.4459615992e-05,0.707096358704,6.20309900496e-05,0.707117200647,0.199981327217,0.199972710977,0.049986366327,
3.845,-0.0227755943341,0.0162406093517,0.119897179275,0.992392150973,-1.39131306939,1.69887167165,0.00855932639357,0.847111979164,-0.329537138031,0.0161004239556,-0.00565842012832,0.0125519168584,-0.0107123909272,0.0158803241309,-0.0589228978391,-0.00246477731576,-1.28097647204e-05,0.707095583097,5.6310005813e-05,0.707117976741,0.199984429631,0.199975731996,0.0499840658768,
