t,q_x,q_y,q_z,q_w,p_x,p_y,p_z,v_x,v_y,v_z,b_w_x,b_w_y,b_w_z,b_a_x,b_a_y,b_a_z,s_q_x,s_q_y,s_q_z,s_q_w,s_p_x,s_p_y,s_p_z,
1.245,-0.003258449995,0.00363173301646,0.0367984249504,0.99931079697,-0.642129784563,0.599137045243,-0.00385515015776,-0.931365760951,0.851965232211,0.00568101794057,-0.008532460936,0.0122138562545,-0.0128484998499,-0.0183980635532,-0.0129957869348,-0.00986331542923,-1.59971270008e-05,0.707098475754,-1.66623774978e-06,0.707115086339,0.199998961915,0.20000060253,0.0499975364182,
1.295,-0.00340739233169,0.00398983578487,0.0385164907504,0.99924418979,-0.68910028972,0.642032717993,-0.00362224432266,-0.947420354974,0.864866175459,0.0037575294831,-0.008532460936,0.0122138562545,-0.0128484998499,-0.0183980635532,-0.0129957869348,-0.00986331542923,-1.59971270008e-05,0.707098475754,-1.66623774982e-06,0.707115086339,0.199998961915,0.20000060253,0.0499975364182,
1.345,-0.00476600555525,0.00385128877391,0.0376245368773,0.999273159347,-0.733874236939,0.707432482661,-0.00672496165907,-0.954329785771,0.906957147921,-0.00316448979161,-0.00662109049743,0.0130384349239,-0.00865839330848,-0.028889482482,-0.0200547399136,-0.00440855292601,-2.24518142855e-05,0.70709498205,-2.2886675244e-06,0.707118579766,0.199999332008,0.200001115309,0.0499974725346,
1.395,-0.0048713408956,0.00411770767526,0.0382954921071,0.999246100721,-0.781542634696,0.757912550382,-0.00847388636909,-0.967127644321,0.919143041703,-0.00780261834479,-0.00690830525279,0.0131251286067,-0.00720960309304,-0.0253267335528,-0.0204358259621,-0.00224029613801,-2.23756075398e-05,0.707094402326,-1.09423326984e-06,0.707119159475,0.200000127051,0.200000714567,0.0499974399224,
1.445,-0.0048917001411,0.00433002319371,0.0401540974665,0.999172142639,-0.828725832464,0.801018339984,-0.0125291992368,-0.972800838558,0.92043203762,-0.0158782401791,-0.00737135353304,0.0133061806145,-0.00761406937172,-0.0281090140764,-0.0209691416956,0.00440021232697,-2.76842161363e-05,0.707090732967,-3.52742670293e-06,0.707122828491,0.200000801849,0.200001080915,0.0499963911654,
1.495,-0.00450587815563,0.00535957827146,0.040868179848,0.99914001214,-0.868595468821,0.846897334641,-0.00682673285908,-0.962619077741,0.920362034798,-0.00582840186993,-0.00845700518576,0.0122834063336,-0.00638672048903,-0.0325914816772,-0.0222935417714,-0.00457717388383,-2.6516921754e-05,0.707095623487,-1.69726618524e-08,0.707117938213,0.199999790802,0.200000271135,0.0499968505725,
1.545,-0.0050211131705,0.00554870832199,0.0422401306234,0.999079462117,-0.91598400847,0.894440491733,-0.00840347434365,-0.965756903581,0.924358572033,-0.00803405259872,-0.00827951012174,0.0125228783016,-0.00610660471527,-0.0337863578973,-0.0212528430849,-0.00369290901372,-2.59931653459e-05,0.707097441148,1.26596090045e-06,0.707116120623,0.199999929564,0.200000019858,0.0499968862244,
1.595,-0.00585821575656,0.00585558989275,0.0438617699686,0.999003272522,-0.96859290641,0.943776218806,-0.0098480595045,-0.972512431772,0.931872864077,-0.0109093738044,-0.00780773885468,0.0126210570202,-0.00615314430351,-0.0312079915738,-0.0225538941494,-0.00155600590198,-2.74363373682e-05,0.707092789037,-2.48548099551e-06,0.707120772523,0.200000279055,0.200000730232,0.0499966852753,
1.645,-0.00599612290867,0.00645892947129,0.0456706930037,0.998917672554,-1.01719961581,0.988202143279,-0.00940858282835,-0.967602305756,0.925334763012,-0.00985561713937,-0.00835604446808,0.0123891081076,-0.00646059337074,-0.030608190519,-0.0250421074092,-0.00253800938059,-2.69855066267e-05,0.707092414299,-1.56977984556e-06,0.707121147266,0.199999996387,0.200000596369,0.0499968454383,
1.695,-0.00660486491543,0.00692732229753,0.047495041402,0.998825614914,-1.06332360862,1.03167449233,-0.00916435760801,-0.955054941728,0.919108031628,-0.0111881106943,-0.00831361918502,0.0122517525804,-0.00679623373065,-0.0344648606929,-0.0254636945643,-0.00239848131493,-3.01358608263e-05,0.707088688747,-6.8858271337e-06,0.707124872488,0.199999929896,0.200001457347,0.0499964915647,
1.745,-0.00744997072509,0.00731730201728,0.049618766276,0.998713639168,-1.11054653003,1.07380156175,-0.0092853283005,-0.944396699118,0.911747563228,-0.0108692496927,-0.00811349388788,0.0122424128686,-0.007514169052,-0.0388414613721,-0.0259614970947,-0.00220294635208,-3.13869524794e-05,0.707083732054,-1.57271421464e-05,0.707129828697,0.19999996718,0.200002505424,0.0499963875603,
1.795,-0.00859680308432,0.00755172299085,0.0517310372007,0.998595496809,-1.16551805973,1.12055892493,-0.0118391389041,-0.944798603347,0.90560400142,-0.0159190254526,-0.00764060398436,0.0124497064002,-0.00808547292448,-0.0328825929388,-0.0244246278829,-2.10163157693e-05,-3.61333641024e-05,0.707080531423,-1.44174756477e-05,0.707133028906,0.200000075079,0.200003003343,0.0499955203904,
1.845,-0.00920492908783,0.008035430074,0.0529690583429,0.998521396868,-1.20404972059,1.16130687849,-0.0121363349897,-0.920080645631,0.889101147603,-0.0166270592951,-0.00785542053007,0.0123331915389,-0.00768232755351,-0.0374688010453,-0.0221714201331,-0.000225870409606,-3.74553046605e-05,0.707081179989,-1.61337778953e-05,0.707132380281,0.199999985742,0.200003038603,0.0499952625708,
1.895,-0.0104136536396,0.00812774613746,0.0547280990225,0.998413907524,-1.24880137083,1.20421735987,-0.0139552415729,-0.902910542795,0.876758043819,-0.016893357922,-0.00740531387387,0.0126743630923,-0.00782359037803,-0.0397075539606,-0.0186039329335,-0.000652255832228,-2.99892030292e-05,0.707087844195,-1.51186263698e-05,0.707125716873,0.200000172721,0.200002102982,0.0499960011865,
1.945,-0.0109378861117,0.00865447773337,0.056755958788,0.998290650965,-1.2922659962,1.24215496736,-0.0129669796506,-0.882005662495,0.853622431523,-0.0137848866048,-0.00763329436974,0.0125145376135,-0.00828958548858,-0.0393797863191,-0.0178501049605,-0.00223048980367,-2.53143169489e-05,0.707092652311,-1.16561610028e-05,0.707120909231,0.19999997702,0.200001300273,0.0499965551035,
1.995,-0.0123965938607,0.00932861102684,0.0568162121705,0.998264103087,-1.33234110255,1.29835051328,-0.00797921762692,-0.854110102983,0.851304906447,-0.00509392158465,-0.00689402165108,0.0122582070354,-0.00662500666447,-0.0407312585209,-0.0174883309219,-0.00722146494872,-1.53868481669e-06,0.707109441166,-7.31738635551e-06,0.707104121158,0.200001314137,0.199998357296,0.0499995877526,
2.045,-0.0132190119694,0.00963589354798,0.0580837810382,0.998177680405,-1.36874619663,1.33849307837,-0.00925069840808,-0.825648634202,0.832405086923,-0.00550788547496,-0.00679426099502,0.0123383747188,-0.00631443873769,-0.0442594925964,-0.0152804761431,-0.00635956033884,-4.41406039687e-06,0.707107289451,-1.22198341756e-05,0.707106272803,0.20000144554,0.199999010846,0.0499990399813,
2.095,-0.0139518987932,0.00977454506732,0.0595868827133,0.998077755587,-1.41653826621,1.38782070229,-0.0125199381724,-0.805534363191,0.819227333818,-0.00753564514143,-0.0067575513478,0.0126174587797,-0.00623824165906,-0.0440466427907,-0.0194887201782,-0.00480258101413,-3.58365649054e-06,0.707101064453,-2.05309109917e-05,0.707112497567,0.200002167911,0.199999676995,0.0499984369684,
2.145,-0.0137555217579,0.0102888407312,0.0629537775933,0.997868602204,-1.4886942305,1.4369712896,-0.00991115293103,-0.809387322709,0.800907938389,-0.00117630094581,-0.00749862143234,0.0124890835276,-0.00797309797045,-0.0264040783386,-0.0298896048934,-0.00829876295735,8.44087671395e-06,0.707122383834,2.10830637243e-05,0.70709117783,0.19999939965,0.199996285303,0.0500038221003,
2.195,-0.0142363881685,0.0108357311158,0.0644109505832,0.997763068884,-1.52526312721,1.47420778345,-0.00884126410532,-0.772689735461,0.773266585413,-0.000610238455538,-0.00747292933921,0.012326514061,-0.00782624639797,-0.025999425606,-0.028199086894,-0.00834362364743,3.24965580663e-06,0.707120355378,2.12154295857e-05,0.707093206408,0.199998958441,0.199996309227,0.0500030820889,
2.245,-0.0153458021964,0.0109758730514,0.0661348675059,0.997632304943,-1.57786842967,1.52387679138,-0.0115611404738,-0.757061325987,0.762285024179,-0.003404145206,-0.00679587578079,0.0125938579376,-0.00793483727928,-0.0203241461716,-0.0273521333852,-0.00682607167432,-3.11100673518e-06,0.707119847986,2.69156571641e-05,0.707093713626,0.199997973505,0.199995502029,0.0500023555927,
2.295,-0.0156026533509,0.0113410743756,0.0672775127144,0.997547830193,-1.61035517286,1.56471346123,-0.0100767833692,-0.717871990354,0.738778469958,-0.000538480392452,-0.00680820100725,0.0125864707277,-0.0074860170995,-0.0241347833735,-0.0291203830356,-0.00856508782429,1.8168385192e-05,0.707128638235,2.34455937246e-05,0.70708492284,0.2000009459,0.199997261523,0.0500055058459,
2.345,-0.0153201876611,0.0119093530524,0.0686938473915,0.997449053581,-1.64808585741,1.60341916218,-0.00826773153928,-0.682362971522,0.706892114637,0.000283053097846,-0.00724523223794,0.01236955334,-0.00732544331677,-0.0209138789387,-0.0325646843206,-0.00929631193061,1.33117775704e-05,0.707129001234,3.26403016893e-05,0.707084559562,0.199999219129,0.199996150486,0.0500065838916,
2.395,-0.0150459949159,0.0126559400483,0.0706465280502,0.997307632224,-1.67862492292,1.63186751746,-0.00567442228253,-0.634423594202,0.66943598602,0.000374554520204,-0.00759393219187,0.0119753128306,-0.00764052033223,-0.0203060855642,-0.0344047861399,-0.00895323196039,5.88816705209e-06,0.70711169115,6.05941051268e-06,0.707101871139,0.200000737433,0.199996430568,0.0499996171373,
2.445,-0.0149785922115,0.0129141212232,0.0722073671804,0.997193543588,-1.71134049916,1.66572700942,-0.00598450399729,-0.592564322893,0.636312582843,0.000474235181217,-0.00770605070913,0.0119529852095,-0.00760319606338,-0.0189083474528,-0.0352209680316,-0.00867807660378,-3.51422636054e-07,0.707110275065,1.09406455392e-05,0.707103287206,0.199999492078,0.199995815939,0.0499998011493,
2.495,-0.0153157660295,0.0129450051554,0.0735324583168,0.997091185262,-1.75512436865,1.71479452432,-0.00747622257913,-0.561547881261,0.619684177243,-0.00118440592752,-0.00750298468988,0.0120582597404,-0.00737224112663,-0.0155416976944,-0.0394670284553,-0.00809119810487,1.19356765096e-07,0.707106838959,8.90357160487e-06,0.707106723358,0.199999872371,0.199996103491,0.0499986143205,
2.545,-0.0156760120669,0.0129040557147,0.0751364531046,0.996966529732,-1.79222105914,1.7549181189,-0.00902374839336,-0.52340820947,0.596069546701,-0.00320398886819,-0.00727619736403,0.0121328188496,-0.00738024133233,-0.0133900181132,-0.040995628791,-0.00724719310869,-1.1907258735e-06,0.707101349578,1.17799226185e-06,0.707112212751,0.200000686337,0.199996269535,0.049995617123,
2.595,-0.0157547956841,0.0128008835858,0.0766310490273,0.996852850785,-1.81819104271,1.78597865547,-0.0100585226613,-0.475389362629,0.563361465906,-0.00232995764074,-0.00737064829014,0.0121470366722,-0.00730499049651,-0.0138546979078,-0.0425946150351,-0.00671664831473,-2.57180422525e-06,0.7070946843,-9.06154073537e-06,0.707118877803,0.200001719976,0.199996776552,0.049992145221,
2.645,-0.0159337714832,0.0125647644743,0.0785252756228,0.996705584768,-1.85930985855,1.82588297952,-0.00994685744208,-0.442833305974,0.537350990657,-0.002247501511,-0.00743252224485,0.0121799790259,-0.00753532960686,-0.00852816737569,-0.0468441389975,-0.00729313834218,-9.79814492291e-07,0.707103226028,1.26366958796e-05,0.707110336214,0.199998989576,0.19999529171,0.0499991750189,
2.695,-0.0156167084144,0.0125875856115,0.0804235524764,0.996558941214,-1.84342672217,1.8126044058,-0.00572573009239,-0.360608012381,0.467339960867,0.00174305997747,-0.00796574322744,0.011903086175,-0.00775672177784,-0.0155721632871,-0.0403040454832,-0.00857460133192,-5.69554409982e-06,0.707105993182,1.06158615488e-05,0.707107569088,0.199997491302,0.199995090634,0.0499981928361,
2.745,-0.0160851552735,0.0121213029495,0.0820335746557,0.996426030583,-1.86029172262,1.83507963215,-0.00562833831559,-0.308557625857,0.4284565305,0.00189042328403,-0.00796574322744,0.011903086175,-0.00775672177784,-0.0155721632871,-0.0403040454832,-0.00857460133192,-5.69554409981e-06,0.707105993182,1.06158615487e-05,0.707107569088,0.199997491302,0.199995090634,0.0499981928361,
2.795,-0.0166942774013,0.0115468646502,0.083651809123,0.996288284509,-1.87452793351,1.85560751472,-0.00550185180224,-0.254879532226,0.388119194559,0.0024370796904,-0.00796574322744,0.011903086175,-0.00775672177784,-0.0155721632871,-0.0403040454832,-0.00857460133192,-5.69554409975e-06,0.707105993182,1.06158615486e-05,0.707107569088,0.199997491302,0.199995090634,0.0499981928361,
2.845,-0.0176197462352,0.0107779627296,0.0854136698085,0.996131459734,-1.9017504621,1.88719246466,-0.00625929321345,-0.213396188965,0.35767206657,0.00264353283593,-0.00781591344008,0.0119928524572,-0.00784457176722,-0.0124472052704,-0.0423192902896,-0.0085253287904,-2.95209030261e-06,0.707109175378,2.03850068463e-05,0.707104386687,0.199997386817,0.199994607914,0.050001436646,
2.895,-0.0185113704395,0.0101112215917,0.0868670954505,0.995996586385,-1.93387685602,1.92830602338,-0.00547721087041,-0.172448723527,0.33639549903,0.00330372084051,-0.00774563117836,0.0119523670086,-0.00772124103175,-0.00744841872252,-0.0477284135058,-0.0088108375441,4.64743718685e-06,0.70710898739,2.36907637032e-05,0.707104574564,0.19999883814,0.199995708308,0.0500038999185,
2.945,-0.0189732874095,0.00934762991577,0.088280294728,0.995871088918,-1.93363183844,1.93668361711,-0.0044996109539,-0.112132291297,0.288657919552,0.00505265231585,-0.00802362525615,0.0119907935197,-0.00755558447965,-0.0087935749614,-0.047802704066,-0.00970204021112,4.17705479749e-06,0.707126478968,4.86817637312e-05,0.707087081168,0.199996245056,0.199992108623,0.0500130160936,
2.995,-0.02041350084,0.00842348567821,0.0890096645747,0.995785927539,-1.93608212516,1.96002430448,-0.00854028979228,-0.056132431678,0.259175501262,0.00385374405882,-0.00764321369022,0.0121202785355,-0.0069504590349,-0.0105422270862,-0.0457621348943,-0.00774681211115,-1.2052769988e-05,0.707103465765,1.79461915277e-05,0.707110096263,0.199995287269,0.199995643422,0.0499992732637,
3.045,-0.021266910733,0.00774373552512,0.090617957101,0.995628514517,-1.9376222979,1.97210323968,-0.00828129124773,5.45718419048e-06,0.220044463865,0.00635524390458,-0.00764321369022,0.0121202785355,-0.0069504590349,-0.0105422270862,-0.0457621348943,-0.00774681211115,-1.2052769988e-05,0.707103465765,1.79461915276e-05,0.707110096263,0.199995287269,0.199995643422,0.0499992732637,
3.095,-0.0220465029382,0.00723256316522,0.0922054446795,0.995469636759,-1.93622843162,1.98220267534,-0.00792594916422,0.0610207364025,0.180752056484,0.00879464270534,-0.00764321369022,0.0121202785355,-0.0069504590349,-0.0105422270862,-0.0457621348943,-0.00774681211115,-1.2052769988e-05,0.707103465765,1.79461915275e-05,0.707110096263,0.199995287269,0.199995643422,0.0499992732637,
3.145,-0.0226736351134,0.00689960737564,0.0938144518448,0.995307565687,-1.93193333096,1.99031945654,-0.00745382169516,0.117097976121,0.139783020899,0.0114226631548,-0.00764321369022,0.0121202785355,-0.0069504590349,-0.0105422270862,-0.0457621348943,-0.00774681211115,-1.2052769988e-05,0.707103465765,1.79461915274e-05,0.707110096263,0.199995287269,0.199995643422,0.0499992732637,
3.195,-0.0232803050341,0.00678482990367,0.0953456499629,0.995148833348,-1.93094092926,2.00318328257,-0.00679822068802,0.169406599694,0.104070562889,0.012191669922,-0.00756866843057,0.0121192149005,-0.0069246403809,-0.00942337883945,-0.0463916340774,-0.00771675450569,-1.0738480019e-05,0.707102901952,1.63047409663e-05,0.70711066013,0.199996791016,0.199995511303,0.0499986039803,
3.245,-0.0235534328348,0.00687032831926,0.0968976282843,0.994991901486,-1.92115966582,2.00749355551,-0.00616767709794,0.228012129524,0.063976901262,0.0125543240306,-0.00756866843057,0.0121192149005,-0.0069246403809,-0.00942337883945,-0.0463916340774,-0.00771675450569,-1.0738480019e-05,0.707102901952,1.63047409663e-05,0.70711066013,0.199996791016,0.199995511303,0.0499986039803,
3.295,-0.0236341865532,0.00717788677312,0.0984805836406,0.994832386794,-1.90847354963,2.00977629933,-0.00548478630529,0.285787478889,0.0234585224848,0.0142929150136,-0.00756866843057,0.0121192149005,-0.0069246403809,-0.00942337883945,-0.0463916340774,-0.00771675450569,-1.0738480019e-05,0.707102901952,1.63047409662e-05,0.70711066013,0.199996791016,0.199995511303,0.0499986039803,
3.345,-0.0235551824532,0.00772417993843,0.100040717712,0.994674492095,-1.89292129349,2.01013874427,-0.0046922469306,0.3425722236,-0.0128614181031,0.018302112687,-0.00756866843057,0.0121192149005,-0.0069246403809,-0.00942337883945,-0.0463916340774,-0.00771675450569,-1.0738480019e-05,0.707102901952,1.63047409661e-05,0.70711066013,0.199996791016,0.199995511303,0.0499986039803,
3.395,-0.0233111676961,0.00845494082875,0.101581836447,0.994518091309,-1.8744763315,2.00863418387,-0.0038134230789,0.400602348864,-0.0517410626548,0.0168881651574,-0.00756866843057,0.0121192149005,-0.0069246403809,-0.00942337883945,-0.0463916340774,-0.00771675450569,-1.0738480019e-05,0.707102901952,1.63047409661e-05,0.70711066013,0.199996791016,0.199995511303,0.0499986039803,
3.445,-0.0228736329365,0.00938760510187,0.103136527095,0.99435985768,-1.8531634352,2.00512695969,-0.00299020208262,0.457056567635,-0.0911282512685,0.0155730326662,-0.00756866843057,0.0121192149005,-0.0069246403809,-0.00942337883945,-0.0463916340774,-0.00771675450569,-1.0738480019e-05,0.707102901952,1.6304740966e-05,0.70711066013,0.199996791016,0.199995511303,0.0499986039803,
3.495,-0.0221694564252,0.0101273499269,0.105279128385,0.994143982083,-1.81652732946,1.97819255349,-0.00697228823379,0.516764600383,-0.142018371835,0.0105858406719,-0.00769720919941,0.0123011643308,-0.00725788485528,-0.0130597691076,-0.0443633347195,-0.00630467709492,-3.59255912615e-05,0.707083703218,-2.64913771061e-06,0.707129857485,0.199999754129,0.199990741766,0.0499881876052,
3.545,-0.021684456168,0.0112457388023,0.106854671985,0.993974545345,-1.78945807482,1.9702990978,-0.0064159311792,0.571059953522,-0.177742796744,0.0125141329775,-0.00769720919941,0.0123011643308,-0.00725788485528,-0.0130597691076,-0.0443633347195,-0.00630467709492,-3.59255912615e-05,0.707083703218,-2.64913771068e-06,0.707129857485,0.199999754129,0.199990741766,0.0499881876052,
3.595,-0.0211374599989,0.0123927542478,0.108386840435,0.99380678215,-1.75969444686,1.96067185546,-0.00572772354785,0.625642467189,-0.210647262039,0.0140829427653,-0.00769720919941,0.0123011643308,-0.00725788485528,-0.0130597691076,-0.0443633347195,-0.00630467709492,-3.59255912615e-05,0.707083703218,-2.64913771077e-06,0.707129857485,0.199999754129,0.199990741766,0.0499881876052,
3.645,-0.0206432409835,0.0134867830132,0.109971213227,0.99362885201,-1.72726310906,1.94939928897,-0.00502937036584,0.677240363795,-0.243760172758,0.0136963143044,-0.00769720919941,0.0123011643308,-0.00725788485528,-0.0130597691076,-0.0443633347195,-0.00630467709492,-3.59255912616e-05,0.707083703218,-2.64913771085e-06,0.707129857485,0.199999754129,0.199990741766,0.0499881876052,
3.695,-0.0205625831923,0.0144424875449,0.111528937217,0.993443451279,-1.69006637771,1.93776478289,-0.00567214202992,0.727065778074,-0.272349621721,0.0136097386516,-0.00751777987753,0.0123246466668,-0.00725532286417,-0.0135906796854,-0.0424851247975,-0.00572312680308,-4.05650644484e-05,0.707074519565,-2.19983952708e-05,0.707139039831,0.200003735258,0.199990994204,0.0499811284885,
