t,q_x,q_y,q_z,q_w,p_x,p_y,p_z,v_x,v_y,v_z,b_w_x,b_w_y,b_w_z,b_a_x,b_a_y,b_a_z,s_q_x,s_q_y,s_q_z,s_q_w,s_p_x,s_p_y,s_p_z,
1.095,-0.00750590755713,0.008983717618,0.025561324798,0.999604708294,-0.965867090965,0.481873738951,0.0540557755911,-1.64671862759,0.834536794844,0.104927979758,0,0,0,0,0,0,-1.38777878078e-17,0.707106781187,-1.83880688454e-16,0.707106781187,0.2,0.2,0.05,
1.145,-0.0077632151892,0.00961882837198,0.0269365807851,0.999560719139,-1.04912876872,0.524113984118,0.0594449516947,-1.6861468369,0.857061915839,0.111879122267,0,0,0,0,0,0,-1.04083408559e-17,0.707106781187,-2.01227923213e-16,0.707106781187,0.2,0.2,0.05,
1.195,-0.00804173342454,0.0102637577063,0.0283360758994,0.999513407916,-1.13419442712,0.567445554951,0.0651966447178,-1.72038960436,0.879074494828,0.118560210365,0,0,0,0,0,0,-6.93889390391e-18,0.707106781187,-2.27248775353e-16,0.707106781187,0.2,0.2,0.05,
1.245,-0.0083640903445,0.0109056468181,0.0297337831828,0.999463361508,-1.22088260864,0.611807463483,0.0712869058646,-1.74991919226,0.896404616916,0.124022773478,0,0,0,0,0,0,-1.38777878078e-17,0.707106781187,-2.39391839685e-16,0.707106781187,0.2,0.2,0.05,
1.295,-0.00877016334763,0.0115456364354,0.0311308502258,0.999410152379,-1.30898667186,0.656938730854,0.0776357949101,-1.77400463773,0.911358217528,0.129249263546,0,0,0,0,0,0,6.93889390391e-18,0.707106781187,-2.68882138776e-16,0.707106781187,0.2,0.2,0.05,
1.345,-0.00914351030444,0.0122194375497,0.0325276551223,0.99935430815,-1.3980931984,0.702814120723,0.0842233309037,-1.79220407327,0.925111838551,0.133977109704,0,0,0,0,0,0,3.46944695195e-18,0.707106781187,-2.91433543964e-16,0.707106781187,0.2,0.2,0.05,
1.395,-0.00955881257377,0.0128763004791,0.0338810505406,0.999297205241,-1.48804840396,0.749362921022,0.0909958196383,-1.80647154632,0.93808489402,0.138106093516,0,0,0,0,0,0,-1.38777878078e-17,0.707106781187,-2.91433543964e-16,0.707106781187,0.2,0.2,0.05,
1.445,-0.0100379739257,0.013541588338,0.0352608858184,0.999235975331,-1.57860283937,0.796422011673,0.0980147104524,-1.81466979235,0.946693399881,0.143809101304,0,0,0,0,0,0,0,0.707106781187,-3.15719672628e-16,0.707106781187,0.2,0.2,0.05,
1.495,-0.0106136151543,0.0142140464983,0.0366604756547,0.999170316603,-1.66947891575,0.84396104786,0.105384934172,-1.81850637966,0.956091464802,0.15077800537,0,0,0,0,0,0,0,0.707106781187,-3.33066907388e-16,0.707106781187,0.2,0.2,0.05,
1.545,-0.0112099163052,0.0148942795851,0.0381038372453,0.999099892803,-1.76034157489,0.891898963906,0.113013646672,-1.81572425856,0.962528937516,0.154141969181,0,0,0,0,0,0,1.38777878078e-17,0.707106781187,-3.60822483003e-16,0.707106781187,0.2,0.2,0.05,
1.595,-0.0119084076736,0.0156095090615,0.0395310296455,0.999025440491,-1.85100076523,0.940180054367,0.120835439638,-1.80845880946,0.968880685335,0.158764470754,0,0,0,0,0,0,4.85722573274e-17,0.707106781187,-4.02455846427e-16,0.707106781187,0.2,0.2,0.05,
1.645,-0.0126570486121,0.0162941320685,0.0410068552668,0.998945813446,-1.94119744329,0.988702517939,0.128897049212,-1.79748144338,0.972173425683,0.163339550938,0,0,0,0,0,0,6.24500451352e-17,0.707106781187,-4.54497550706e-16,0.707106781187,0.2,0.2,0.05,
1.695,-0.0134594349339,0.0169785958254,0.0424134207172,0.998865192425,-2.03067876444,1.03736297874,0.137155607921,-1.77915144435,0.974917215049,0.167092267125,0,0,0,0,0,0,6.24500451352e-17,0.707106781187,-4.71844785466e-16,0.707106781187,0.2,0.2,0.05,
1.745,-0.0143594163197,0.0176898522034,0.0438245761911,0.99877939647,-2.11913833683,1.08604983412,0.145606961073,-1.75511937797,0.972358435327,0.171613039513,0,0,0,0,0,0,6.93889390391e-17,0.707106781187,-5.06539254985e-16,0.707106781187,0.2,0.2,0.05,
1.795,-0.0152757403735,0.0183629822454,0.0452066350533,0.998692051028,-2.2063327083,1.13465850073,0.154322946272,-1.72873470016,0.971033176883,0.176618992462,0,0,0,0,0,0,1.17961196366e-16,0.707106781187,-5.55111512313e-16,0.707106781187,0.2,0.2,0.05,
1.845,-0.016250124998,0.0190793326954,0.0466071460023,0.998598861627,-2.29205016369,1.18308837235,0.163223655652,-1.69417399617,0.965887007652,0.179908370488,0,0,0,0,0,0,1.31838984174e-16,0.707106781187,-5.96744875736e-16,0.707106781187,0.2,0.2,0.05,
1.895,-0.0172073083877,0.0197602360213,0.0480340859249,0.998501962041,-2.37593527102,1.23123192123,0.172333260699,-1.65535882145,0.959635932606,0.185424789429,0,0,0,0,0,0,1.94289029309e-16,0.707106781187,-6.34908792208e-16,0.707106781187,0.2,0.2,0.05,
1.945,-0.0181687450055,0.0204749009292,0.0494831965447,0.99839976382,-2.45777458152,1.27905960874,0.181702413341,-1.61185828497,0.952598115282,0.18892882525,0,0,0,0,0,0,1.87350135405e-16,0.707106781187,-6.69603261727e-16,0.707106781187,0.2,0.2,0.05,
1.995,-0.0190927659215,0.021184004686,0.0508923733038,0.998296884987,-2.53726913166,1.32646608301,0.191267486507,-1.56193727458,0.942592691546,0.194108674542,0,0,0,0,0,0,2.01227923213e-16,0.707106781187,-7.18175519054e-16,0.707106781187,0.2,0.2,0.05,
2.045,-0.0199732877077,0.0219251604633,0.0523263020119,0.998189517694,-2.61413312048,1.37334302596,0.201066990166,-1.5058901884,0.932044846244,0.198707421367,0,0,0,0,0,0,2.08166817117e-16,0.707106781187,-7.56339435526e-16,0.707106781187,0.2,0.2,0.05,
2.095,-0.0208157781323,0.0226510946385,0.0537567997809,0.99808007583,-2.6880877562,1.41968763636,0.211102041913,-1.44468238591,0.92016924159,0.203569866783,0,0,0,0,0,0,2.49800180541e-16,0.707106781187,-8.04911692853e-16,0.707106781187,0.2,0.2,0.05,
2.145,-0.0215552278047,0.0233688734337,0.0551759534371,0.99797038136,-2.75885212458,1.46539411895,0.221342204691,-1.37840084156,0.906031222104,0.206430231879,0,0,0,0,0,0,2.42861286637e-16,0.707106781187,-8.39606162373e-16,0.707106781187,0.2,0.2,0.05,
2.195,-0.022168079001,0.0240697317833,0.0565977351316,0.997860671969,-2.82622521066,1.51040489997,0.231706052364,-1.30771329368,0.89284510417,0.20919003102,0,0,0,0,0,0,2.28983498829e-16,0.707106781187,-8.74300631892e-16,0.707106781187,0.2,0.2,0.05,
2.245,-0.0227137041398,0.0247613119028,0.0580199180608,0.997749795382,-2.88994947839,1.55465970394,0.242228763928,-1.23268909991,0.876243477781,0.211975976255,0,0,0,0,0,0,2.8449465006e-16,0.707106781187,-9.33281230076e-16,0.707106781187,0.2,0.2,0.05,
2.295,-0.0231584659821,0.0254347212786,0.0594045889683,0.997641145511,-2.94982329455,1.59807699708,0.252878463095,-1.15336260368,0.859441781568,0.213145049219,0,0,0,0,0,0,2.70616862252e-16,0.707106781187,-9.57567358739e-16,0.707106781187,0.2,0.2,0.05,
2.345,-0.0234922955458,0.0260852261232,0.0607869805714,0.997533265621,-3.00563719705,1.64063923029,0.263581556058,-1.07042283326,0.842440528978,0.214549267879,0,0,0,0,0,0,2.91433543964e-16,0.707106781187,-9.95731275211e-16,0.707106781187,0.2,0.2,0.05,
2.395,-0.0238184199566,0.0266323003496,0.0621659195585,0.997426088437,-3.0572050346,1.68232372558,0.274345262381,-0.982968253864,0.822859671618,0.216160184503,0,0,0,0,0,0,3.12250225676e-16,0.707106781187,-1.04430353254e-15,0.707106781187,0.2,0.2,0.05,
2.445,-0.0240929568691,0.0271363610723,0.0635896011699,0.997316153464,-3.10424512992,1.72307495341,0.285213556305,-0.889482358556,0.804645911213,0.218932020223,0,0,0,0,0,0,3.1918911958e-16,0.707106781187,-1.07899800206e-15,0.707106781187,0.2,0.2,0.05,
2.495,-0.0243504810096,0.0275830358832,0.0650176370163,0.997205564105,-3.14658845035,1.76281447181,0.296200501081,-0.793680165855,0.782936871832,0.220666966254,0,0,0,0,0,0,3.46944695195e-16,0.707106781187,-1.13797860024e-15,0.707106781187,0.2,0.2,0.05,
2.545,-0.0246565825236,0.0279293398541,0.0664543693881,0.997093687525,-3.18406088573,1.80151043722,0.307281878594,-0.695761916339,0.762174289151,0.222999956251,0,0,0,0,0,0,3.1918911958e-16,0.707106781187,-1.16573417586e-15,0.707106781187,0.2,0.2,0.05,
2.595,-0.0250149231717,0.0281909330958,0.0678800872803,0.996981353216,-3.21657755007,1.83905952571,0.318479677255,-0.59439089592,0.739053053102,0.22557196617,0,0,0,0,0,0,3.88578058619e-16,0.707106781187,-1.25247034966e-15,0.707106781187,0.2,0.2,0.05,
2.645,-0.0254378562956,0.0282770764214,0.0693386356762,0.996867832774,-3.24395512872,1.87554399623,0.32976540369,-0.489622736704,0.717303321136,0.226005890412,0,0,0,0,0,0,4.4408920985e-16,0.707106781187,-1.30798150089e-15,0.707106781187,0.2,0.2,0.05,
2.695,-0.0259948037874,0.0282353296468,0.0707749301156,0.996753703581,-3.26601216176,1.91088234501,0.341139903134,-0.380655208822,0.693761448305,0.228647356063,0,0,0,0,0,0,4.4408920985e-16,0.707106781187,-1.37043154602e-15,0.707106781187,0.2,0.2,0.05,
2.745,-0.0266849394651,0.028106937135,0.0722324080148,0.996634533479,-3.2825699774,1.94501120138,0.352571975375,-0.270493188024,0.669902808305,0.228380500356,0,0,0,0,0,0,4.85722573274e-16,0.707106781187,-1.43288159116e-15,0.707106781187,0.2,0.2,0.05,
2.795,-0.0275021365048,0.0278583173117,0.073664690694,0.996514455484,-3.29353247374,1.97805560232,0.363980204283,-0.156232460675,0.648741230391,0.227720949164,0,0,0,0,0,0,5.27355936697e-16,0.707106781187,-1.51267887105e-15,0.707106781187,0.2,0.2,0.05,
2.845,-0.0284331526006,0.02751340945,0.0751012773017,0.996390669507,-3.29877284997,2.01001770575,0.375413747048,-0.0412921089947,0.626372452405,0.230357686229,0,0,0,0,0,0,5.55111512313e-16,0.707106781187,-1.58206781009e-15,0.707106781187,0.2,0.2,0.05,
2.895,-0.0316216625358,0.00743859889755,0.0794044628932,0.996313037643,-3.82851812027,2.07969737667,0.37874822355,-0.478983323901,0.643830314103,0.272274849566,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.3701744695e-07,0.707106866454,2.06107590058e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
2.945,-0.0327108344199,0.00665200767108,0.0808961952692,0.996163419172,-3.85025770284,2.11140147325,0.392477143177,-0.379881856336,0.622214865358,0.2769481724,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446811e-07,0.707106866454,2.06107589926e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
2.995,-0.0338170414229,0.00589320011519,0.0824010646596,0.996007902802,-3.86695721849,2.14205765435,0.40643564659,-0.278330542878,0.60131824959,0.283274849658,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446783e-07,0.707106866454,2.06107589794e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.045,-0.0349014282356,0.00521743023319,0.0839162543213,0.995847744884,-3.87858832185,2.17158583392,0.420731483582,-0.176810498573,0.5776924899,0.290190789299,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446742e-07,0.707106866454,2.06107589683e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.095,-0.0358947526398,0.00468028146713,0.0854104913311,0.995688058414,-3.88516356855,2.19996396847,0.435327023201,-0.0750140524097,0.555406574147,0.293183095015,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446686e-07,0.707106866454,2.06107589606e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.145,-0.0367775146647,0.00428396715755,0.0868801650567,0.995530461091,-3.88664200492,2.22726526371,0.450129498964,0.0260225497932,0.534544491156,0.300312744685,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.0942861797e-05,0.00306844353826,-3.37017446631e-07,0.707106866454,2.06107589502e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.195,-0.0374746057941,0.00408582219746,0.0883489105688,0.995376024414,-3.88303055936,2.25352499675,0.465340473347,0.127964495454,0.514578729297,0.308199866553,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446617e-07,0.707106866454,2.06107589495e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.245,-0.0379770309727,0.00412889577944,0.0897958760139,0.995227309708,-3.87434744204,2.27878628623,0.480926124649,0.229335689203,0.493963925952,0.315512573671,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.0942861797e-05,0.00306844353826,-3.37017446575e-07,0.707106866454,2.06107589433e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.295,-0.0383150708241,0.00440854794783,0.0912426885765,0.995081550344,-3.8605917286,2.30310830336,0.496879512532,0.331102589098,0.476005375791,0.32286871458,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.0942861797e-05,0.00306844353826,-3.37017446519e-07,0.707106866454,2.06107589329e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.345,-0.0384766430449,0.0048861389802,0.0926992212506,0.994938454361,-3.84175225027,2.32648868516,0.513197370698,0.432912286439,0.45834661655,0.331009055567,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446533e-07,0.707106866454,2.06107589343e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.395,-0.0384588403967,0.00560343688022,0.0941167698504,0.994802268154,-3.8178425762,2.34895872434,0.52991111686,0.532440795035,0.439380505565,0.338508361844,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446575e-07,0.707106866454,2.06107589301e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.445,-0.0382863042641,0.00643700477197,0.0955356107464,0.994668623691,-3.78898234636,2.37056768018,0.547015715952,0.631080310832,0.423667363839,0.347405905544,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446589e-07,0.707106866454,2.06107589294e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.495,-0.0379871177313,0.00742174343514,0.0969484374771,0.994536523754,-3.75520880954,2.3913565953,0.564493915932,0.728962882093,0.407271181179,0.351765466005,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446589e-07,0.707106866454,2.06107589266e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.545,-0.0376615380695,0.0084653166477,0.0984122300228,0.994396792003,-3.71660979183,2.41134501775,0.582225644991,0.823921433552,0.391730619688,0.358191865604,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446603e-07,0.707106866454,2.06107589218e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.595,-0.0373789906692,0.009555914847,0.0998458132466,0.994254650039,-3.67329078297,2.43061175651,0.600308844414,0.916908866636,0.378185097263,0.364456908113,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446575e-07,0.707106866454,2.06107589169e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.645,-0.0371367172508,0.0105959873089,0.101276150278,0.994108510511,-3.62544649931,2.44921275019,0.618657184455,1.00615380737,0.365911143153,0.371147539502,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617968e-05,0.00306844353826,-3.37017446506e-07,0.707106866454,2.06107589093e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.695,-0.0369144779849,0.0115191038381,0.102725094035,0.993957839457,-3.5731398391,2.46726348395,0.637310600281,1.09496833596,0.354019578655,0.376109316379,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617968e-05,0.00306844353826,-3.37017446575e-07,0.707106866454,2.06107589051e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.745,-0.0368770414169,0.0123309160309,0.104125482306,0.993803761444,-3.51645788548,2.48472611824,0.656218127999,1.18087051857,0.343833799403,0.380569869504,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617968e-05,0.00306844353826,-3.37017446519e-07,0.707106866454,2.06107588947e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.795,-0.0369337798628,0.0130353034073,0.105565779791,0.993640701112,-3.45555431541,2.50175047722,0.675305727621,1.2628876912,0.335917228658,0.383114810302,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617968e-05,0.00306844353826,-3.37017446492e-07,0.707106866454,2.06107588885e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.845,-0.0370602210447,0.0136124240722,0.107014814819,0.993473236346,-3.39064916564,2.51834024988,0.694553308,1.3398610428,0.32648343336,0.387898975805,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617968e-05,0.00306844353826,-3.37017446422e-07,0.707106866454,2.06107588836e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.895,-0.0373157058057,0.0140452712539,0.108459212565,0.993300995502,-3.32197293312,2.53452007578,0.714090992869,1.41488287558,0.320631580833,0.393999775347,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446478e-07,0.707106866454,2.06107588753e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.945,-0.0376506823974,0.0144025160092,0.109941466549,0.993120268437,-3.24961598123,2.55049018425,0.733853734431,1.48558344076,0.31688354634,0.397809455735,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.3701744645e-07,0.707106866454,2.06107588739e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
3.995,-0.0379876145369,0.0147101517844,0.111419283276,0.992938213531,-3.17378664648,2.56627933536,0.753822498866,1.55262906375,0.314153425838,0.401728635355,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446311e-07,0.707106866454,2.06107588593e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
4.045,-0.0383510389004,0.0150030977251,0.112870072038,0.992755988001,-3.09473665313,2.58194652144,0.773927979386,1.61586864514,0.311630491574,0.403991143992,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446367e-07,0.707106866454,2.06107588531e-07,0.707106695919,0.199999940357,0.199999801834,0.0499999772119,
4.095,-0.0386053716192,0.0153256461823,0.114284729116,0.99257934219,-3.01257032527,2.59753608807,0.794243147022,1.67604572565,0.313692071347,0.409195301822,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446353e-07,0.707106866454,2.06107588406e-07,0.707106695919,0.199999940357,0.199999801834,0.049999977212,
4.145,-0.0387634512396,0.0157045330717,0.115758228446,0.992396490842,-2.92751251262,2.61325535664,0.814823367272,1.73130711179,0.314593267721,0.414036941744,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.37017446325e-07,0.707106866454,2.06107588316e-07,0.707106695919,0.199999940357,0.199999801834,0.049999977212,
4.195,-0.0388122847786,0.0162079672377,0.117225239183,0.992214267004,-2.83983307793,2.62902602402,0.835637006322,1.77981367925,0.31649410876,0.419156008427,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617969e-05,0.00306844353826,-3.3701744627e-07,0.707106866454,2.0610758824e-07,0.707106695919,0.199999940357,0.199999801834,0.049999977212,
4.245,-0.0386466877114,0.0167982714877,0.118650893104,0.99204143924,-2.74982283515,2.64495953762,0.856676158186,1.82469797973,0.321730056137,0.423413665346,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617968e-05,0.00306844353826,-3.3701744627e-07,0.707106866454,2.06107588163e-07,0.707106695919,0.199999940357,0.199999801834,0.049999977212,
4.295,-0.0383601025873,0.0175095124535,0.120093641559,0.991866642629,-2.65764061043,2.66125595716,0.877909857487,1.86630989165,0.33026241225,0.426558310074,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617968e-05,0.00306844353826,-3.37017446256e-07,0.707106866454,2.06107588115e-07,0.707106695919,0.199999940357,0.199999801834,0.049999977212,
4.345,-0.0379660288156,0.0183683621957,0.121509232044,0.991693849156,-2.56356463896,2.67792234368,0.89932958452,1.89860492681,0.336654985383,0.431966272265,0.00147282578589,0.0138188205907,-0.00202425401462,0.00106171701675,8.09428617968e-05,0.00306844353826,-3.37017446256e-07,0.707106866454,2.06107588031e-07,0.707106695919,0.199999940357,0.199999801834,0.049999977212,
